
-2.00 7.000000000000e+00 -1.941668047533e-01
-2.00 7.500000000000e+00 -1.941668047533e-01
-2.00 8.000000000000e+00 -1.941668047533e-01
-2.00 8.500000000000e+00 -1.941668047533e-01
-2.00 9.000000000000e+00 -1.941668047533e-01
-2.00 9.500000000000e+00 -1.941668047533e-01
-2.00 1.000000000000e+01 -1.941668047533e-01
-2.00 1.050000000000e+01 -1.941668047533e-01
-2.00 1.100000000000e+01 -1.941668047533e-01
-2.00 1.150000000000e+01 -1.941668047533e-01
-2.00 1.200000000000e+01 -1.941668047533e-01
-2.00 1.250000000000e+01 -1.941668047533e-01
-2.00 1.300000000000e+01 -1.941668047533e-01
-2.00 1.350000000000e+01 -1.941668047533e-01
-2.00 1.400000000000e+01 -1.941668047533e-01

-1.99 7.000000000000e+00 -1.936541056856e-01
-1.99 7.500000000000e+00 -1.936541056856e-01
-1.99 8.000000000000e+00 -1.936541056856e-01
-1.99 8.500000000000e+00 -1.936541056856e-01
-1.99 9.000000000000e+00 -1.936541056856e-01
-1.99 9.500000000000e+00 -1.936541056856e-01
-1.99 1.000000000000e+01 -1.936541056856e-01
-1.99 1.050000000000e+01 -1.936541056856e-01
-1.99 1.100000000000e+01 -1.936541056856e-01
-1.99 1.150000000000e+01 -1.936541056856e-01
-1.99 1.200000000000e+01 -1.936541056856e-01
-1.99 1.250000000000e+01 -1.936541056856e-01
-1.99 1.300000000000e+01 -1.936541056856e-01
-1.99 1.350000000000e+01 -1.936541056856e-01
-1.99 1.400000000000e+01 -1.936541056856e-01

-1.98 7.000000000000e+00 -1.930867458426e-01
-1.98 7.500000000000e+00 -1.930867458426e-01
-1.98 8.000000000000e+00 -1.930867458426e-01
-1.98 8.500000000000e+00 -1.930867458426e-01
-1.98 9.000000000000e+00 -1.930867458426e-01
-1.98 9.500000000000e+00 -1.930867458426e-01
-1.98 1.000000000000e+01 -1.930867458426e-01
-1.98 1.050000000000e+01 -1.930867458426e-01
-1.98 1.100000000000e+01 -1.930867458426e-01
-1.98 1.150000000000e+01 -1.930867458426e-01
-1.98 1.200000000000e+01 -1.930867458426e-01
-1.98 1.250000000000e+01 -1.930867458426e-01
-1.98 1.300000000000e+01 -1.930867458426e-01
-1.98 1.350000000000e+01 -1.930867458426e-01
-1.98 1.400000000000e+01 -1.930867458426e-01

-1.97 7.000000000000e+00 -1.924595893096e-01
-1.97 7.500000000000e+00 -1.924595893096e-01
-1.97 8.000000000000e+00 -1.924595893096e-01
-1.97 8.500000000000e+00 -1.924595893096e-01
-1.97 9.000000000000e+00 -1.924595893096e-01
-1.97 9.500000000000e+00 -1.924595893096e-01
-1.97 1.000000000000e+01 -1.924595893096e-01
-1.97 1.050000000000e+01 -1.924595893096e-01
-1.97 1.100000000000e+01 -1.924595893096e-01
-1.97 1.150000000000e+01 -1.924595893096e-01
-1.97 1.200000000000e+01 -1.924595893096e-01
-1.97 1.250000000000e+01 -1.924595893096e-01
-1.97 1.300000000000e+01 -1.924595893096e-01
-1.97 1.350000000000e+01 -1.924595893096e-01
-1.97 1.400000000000e+01 -1.924595893096e-01

-1.96 7.000000000000e+00 -1.917671712928e-01
-1.96 7.500000000000e+00 -1.917671712928e-01
-1.96 8.000000000000e+00 -1.917671712928e-01
-1.96 8.500000000000e+00 -1.917671712928e-01
-1.96 9.000000000000e+00 -1.917671712928e-01
-1.96 9.500000000000e+00 -1.917671712928e-01
-1.96 1.000000000000e+01 -1.917671712928e-01
-1.96 1.050000000000e+01 -1.917671712928e-01
-1.96 1.100000000000e+01 -1.917671712928e-01
-1.96 1.150000000000e+01 -1.917671712928e-01
-1.96 1.200000000000e+01 -1.917671712928e-01
-1.96 1.250000000000e+01 -1.917671712928e-01
-1.96 1.300000000000e+01 -1.917671712928e-01
-1.96 1.350000000000e+01 -1.917671712928e-01
-1.96 1.400000000000e+01 -1.917671712928e-01

-1.95 7.000000000000e+00 -1.910037113129e-01
-1.95 7.500000000000e+00 -1.910037113129e-01
-1.95 8.000000000000e+00 -1.910037113129e-01
-1.95 8.500000000000e+00 -1.910037113129e-01
-1.95 9.000000000000e+00 -1.910037113129e-01
-1.95 9.500000000000e+00 -1.910037113129e-01
-1.95 1.000000000000e+01 -1.910037113129e-01
-1.95 1.050000000000e+01 -1.910037113129e-01
-1.95 1.100000000000e+01 -1.910037113129e-01
-1.95 1.150000000000e+01 -1.910037113129e-01
-1.95 1.200000000000e+01 -1.910037113129e-01
-1.95 1.250000000000e+01 -1.910037113129e-01
-1.95 1.300000000000e+01 -1.910037113129e-01
-1.95 1.350000000000e+01 -1.910037113129e-01
-1.95 1.400000000000e+01 -1.910037113129e-01

-1.94 7.000000000000e+00 -1.901631355588e-01
-1.94 7.500000000000e+00 -1.901631355588e-01
